,utterance_id,transcript_raw,response_transcript_raw,is_grammatical,labels,transcript_file,child_name,transcript_clean,response_transcript_clean,prev_transcript_clean
185,1,ttrapped in a duhduhduh fire .  80170n,tsomebody's trapped in a duhduhduh fire ?  82262n,False,"subject, auxiliary",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,ttrapped in a duhduhduh fire . 80170n.,tsomebody's trapped in a duhduhduh fire ? 82262n.,.
186,2,twhat for ?  94678n,twhat do you mean what for ?  96432n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,twhat for ? 94678n.,twhat do you mean what for ? 96432n.,.
187,3,tit's Smacks called .  314248n,tit's Smacks they're called ?  316154n,False,"subject, auxiliary",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,tit's Smacks called . 314248n.,tit's Smacks they're called ? 316154n.,.
188,4,tbit grumpy .  356714n,ta bit grumpy ?  358084n,False,determiner,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,tbit grumpy . 356714n.,ta bit grumpy ? 358084n.,.
189,5,tthink it's a crocodile me .  365430n,tyou think it's a crocodile do you ?  366266n,False,other,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,tthink it's a crocodile me . 365430n.,tyou think it's a crocodile do you ? 366266n.,.
190,6,tyour have a blue .  394956n,tI'll have a blue one .  396218n,False,auxiliary,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,tyour have a blue . 394956n.,tI'll have a blue one . 396218n.,.
191,7,t&bout some tunnels ?  482026n,tand what about some tunnels ?  483652n,False,other,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,t&bout some tunnels ? 482026n.,tand what about some tunnels ? 483652n.,.
192,8,tmine not crunchy just your not me .  513757n,tare you saying mine isn't crunchy just yours ?  520407n,False,"verb, possessive",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,tmine not crunchy just your not me . 513757n.,tare you saying mine isn't crunchy just yours ? 520407n.,.
193,9,ta windmill eat you all up .  691436n,tthe windmill's going to eat it us up ?  695881n,False,auxiliary,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,ta windmill eat you all up . 691436n.,tthe windmill's going to eat it us up ? 695881n.,.
194,10,tI Thomas Henry Lastname am .  775606n,tI know you just told us you're Thomas Henry Lastname .  780775n,False,other,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,tI Thomas Henry Lastname am . 775606n.,tI know you just told us you're Thomas Henry Lastname . 780775n.,.
195,11,tI not know .  785686n,tyou don't know ?  786394n,False,auxiliary,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,tI not know . 785686n.,tyou don't know ? 786394n.,.
196,12,tI not know .  785686n,tI don't know either .  787837n,False,auxiliary,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,tI not know . 785686n.,tI don't know either . 787837n.,.
197,13,tPurdie got little fat nose .  800203n,"tyou got a little fat nose , Purdie ?  802816n",False,determiner,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,tPurdie got little fat nose . 800203n.,"tyou got a little fat nose, Purdie ? 802816n.",.
198,14,tthat one working now .  839921n,"twhat's working now , Thomas ?  843032n",False,auxiliary,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,tthat one working now . 839921n.,"twhat's working now, Thomas ? 843032n.",.
199,15,tthat other thing it's working now .  846236n,twhat's working ?  847827n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,tthat other thing it's working now . 846236n.,twhat's working ? 847827n.,.
200,16,tthat working there .  849336n,twhat's working ?  850578n,False,auxiliary,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,tthat working there . 849336n.,twhat's working ? 850578n.,.
201,17,tI need that little toy pussy cats .  1108117n,"twhat do you need , Thomas ?  1109940n",True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,tI need that little toy pussy cats . 1108117n.,"twhat do you need, Thomas ? 1109940n.",.
202,18,tlittle toy pussy cat there some more biscuit .  1113191n,toh the toy pussy cat for more biscuits ?  1116209n,False,"determiner, preposition",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,tlittle toy pussy cat there some more biscuit . 1113191n.,toh the toy pussy cat for more biscuits ? 1116209n.,.
203,19,tsniffing my nappies .  1154777n,tis he sniffing your nappies ?  1156369n,False,"subject, auxiliary",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,tsniffing my nappies . 1154777n.,tis he sniffing your nappies ? 1156369n.,.
204,20,ta child on board .  1239996n,twhat's on board ?  1241459n,False,verb,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,ta child on board . 1239996n.,twhat's on board ? 1241459n.,.
205,21,tsilly song .  1532165n,ta silly song .  1533152n,False,determiner,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,tsilly song . 1532165n.,ta silly song . 1533152n.,.
206,22,tgo out there play my hosepipe like a fireman .  1568945n,tand go in the garden and play with the hosepipe as if you were Fireman Sam ?  1576007n,False,preposition,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,tgo out there play my hosepipe like a fireman . 1568945n.,tand go in the garden and play with the hosepipe as if you were Fireman Sam ? 1576007n.,.
207,23,tgo up downstairs and get my wellingtons and play a sand pit .  1664764n,tyou want to play in the sand pit now do you ?  1667016n,False,"preposition, subject, auxiliary",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,tgo up downstairs and get my wellingtons and play a sand pit . 1664764n.,tyou want to play in the sand pit now do you ? 1667016n.,.
208,24,tsilly billy playing in sand pit .  1672757n,tsilly billy playing in the sand pit .  1675009n,False,determiner,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,tsilly billy playing in sand pit . 1672757n.,tsilly billy playing in the sand pit . 1675009n.,.
209,25,tnot need a banana .  1710264n,tdo you not need a banana ?  1711275n,False,"subject, auxiliary",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,tnot need a banana . 1710264n.,tdo you not need a banana ? 1711275n.,.
210,26,tplay a@p sand pit .  1779468n,"twell I don't think you'll play with the sand pit , Thomas .  1781477n",False,"subject, preposition",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,tplay sand pit . 1779468n.,"twell I don't think you'll play with the sand pit, Thomas . 1781477n.",.
211,27,tpicking my nose .  1852658n,tyou're picking your nose ?  1854237n,False,"subject, auxiliary",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,tpicking my nose . 1852658n.,tyou're picking your nose ? 1854237n.,.
212,28,tput it on my chair .  1876962n,tyou've put it on your chair ?  1879971n,False,"subject, auxiliary",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,tput it on my chair . 1876962n.,tyou've put it on your chair ? 1879971n.,.
213,29,tmachine squash it all the way home .  1924364n,twhat machine squashes it all the way home ?  1928827n,False,sv_agreement,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,tmachine squash it all the way home . 1924364n.,twhat machine squashes it all the way home ? 1928827n.,.
214,30,ter elephants jumper .  2004170n,tthe elephant jumper ?  2005412n,False,"determiner, plural",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,ter elephants jumper . 2004170n.,tthe elephant jumper ? 2005412n.,.
215,31,tand tail on on on the back .  2012226n,tit has a tail on the back .  2013515n,False,"subject, verb, determiner",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,tand tail on on on the back . 2012226n.,tit has a tail on the back . 2013515n.,.
216,32,tI think I think I nick somebody .  2037043n,tyou think you've nicked somebody ?  2042895n,False,"auxiliary, tense_aspect",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,tI think I think I nick somebody . 2037043n.,tyou think you've nicked somebody ? 2042895n.,.
217,33,tI being &croc er elephant a crocodile bite something all up .  2060189n,tyou're a crocodile biting something all up ?  2062186n,False,"progressive, other",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,tI being elephant a crocodile bite something all up . 2060189n.,tyou're a crocodile biting something all up ? 2062186n.,.
218,34,tthat a good word a@p say .  2195662n,tthat's a good word to say is it ?  2197526n,False,verb,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,tthat a good word say . 2195662n.,tthat's a good word to say is it ? 2197526n.,.
219,35,twant a@p do the@p need a@p toothbrush now .  2258046n,tyou want your toothbrush ?  2260542n,False,subject,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,twant do need toothbrush now . 2258046n.,tyou want your toothbrush ? 2260542n.,.
220,36,tI not know .  2311982n,tyou don't know .  2313015n,False,auxiliary,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,tI not know . 2311982n.,tyou don't know . 2313015n.,.
221,37,"tMummy , not a problem [=! crying] .  2590353n",tis there not a problem ?  2592478n,False,verb,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,"tMummy, not a problem, . 2590353n.",tis there not a problem ? 2592478n.,.
222,38,tI not know .  2649247n,tyou don't know ?  2650315n,False,auxiliary,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,tI not know . 2649247n.,tyou don't know ? 2650315n.,.
223,39,tI not need a kiss .  2680384n,tyou don't need a kiss ?  2681129n,False,auxiliary,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,tI not need a kiss . 2680384n.,tyou don't need a kiss ? 2681129n.,.
224,40,tI Felix sitting on a chair .  2778527n,tyou're Felix ?  2779770n,False,verb,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,tI Felix sitting on a chair . 2778527n.,tyou're Felix ? 2779770n.,.
225,41,tnot Felix .  2791829n,tFelix doesn't does he ?  2793651n,False,verb,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,tnot Felix . 2791829n.,tFelix doesn't does he ? 2793651n.,.
226,42,tnaughty thing say .  2821934n,ta naughty thing to say ?  2823618n,False,determiner,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,tnaughty thing say . 2821934n.,ta naughty thing to say ? 2823618n.,.
227,43,tnaughty thing say .  2821934n,tit's a silly thing to say isn't it ?  2824906n,False,"determiner, subject, auxiliary",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,tnaughty thing say . 2821934n.,tit's a silly thing to say isn't it ? 2824906n.,.
228,44,tI going now .  2850680n,twhere are you going ?  2851887n,False,auxiliary,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,tI going now . 2850680n.,twhere are you going ? 2851887n.,.
229,45,tStockport buy more cat food .  2855177n,tyou're going to Stockport to buy some more cat food are you ?  2857755n,False,"subject, verb, preposition",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,tStockport buy more cat food . 2855177n.,tyou're going to Stockport to buy some more cat food are you ? 2857755n.,.
230,46,tpussy cat sleeping on a@p bed .  2937309n,tis pussy cat sleeping on his bed ?  2939422n,False,auxiliary,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,tpussy cat sleeping on bed . 2937309n.,tis pussy cat sleeping on his bed ? 2939422n.,.
231,47,tneed now .  3109045n,tyou need your bottle of powder now ?  3110728n,False,"subject, object",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,tneed now . 3109045n.,tyou need your bottle of powder now ? 3110728n.,.
232,48,"tyou being dirty , Mummy .  3330397n",tI'm being dirty ?  3331697n,False,auxiliary,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,"tyou being dirty, Mummy . 3330397n.",tI'm being dirty ? 3331697n.,.
233,49,ta a dog .  3419852n,tis she taking her dog for a walk ?  3421837n,False,"subject, verb",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,ta a dog . 3419852n.,tis she taking her dog for a walk ? 3421837n.,.
234,50,tthat's big .  3434338n,twhat's big ?  3435070n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,tthat's big . 3434338n.,twhat's big ? 3435070n.,.
235,0,tmend it .  178551n,twho mends it ?  180862n,False,"sv_agreement, subject",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-3-06-01.annotated.cex,thomas,tmend it . 178551n.,twho mends it ? 180862n.,.
236,1,tfound you [= actually says ya] !  307231n,tyou found me already ?n,False,subject,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-3-06-01.annotated.cex,thomas,tfound you [= actually says ya] ! 307231n.,tyou found me already ?n.,.
237,2,"tMummy , can I just put it that on a &mantle .  485864n",ton the mantlepiece ?n,False,other,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-3-06-01.annotated.cex,thomas,"tMummy, can I just put it that on a . 485864n.",ton the mantlepiece ?n.,.
238,3,tthere's ambulance there .  890541n,twhere's the ambulance ?  893211n,False,determiner,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-3-06-01.annotated.cex,thomas,tthere's ambulance there . 890541n.,twhere's the ambulance ? 893211n.,.
239,4,tno there's just two one .  1132354n,toh there's just the two .  1134548n,False,"determiner, other",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-3-06-01.annotated.cex,thomas,tno there's just two one . 1132354n.,toh there's just the two . 1134548n.,.
240,5,tthere but they stuck .  1724419n,tare they stuck ?  1725452n,False,auxiliary,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-3-06-01.annotated.cex,thomas,tthere but they stuck . 1724419n.,tare they stuck ? 1725452n.,.
241,6,tstupid flector  .  1961273n,twho's a stupid flector ?  1962841n,False,"subject, verb, determiner",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-3-06-01.annotated.cex,thomas,tstupid flector . 1961273n.,twho's a stupid flector ? 1962841n.,.
242,7,tstupid picture .  2032635n,twhy is it a stupid picture ?  2035663n,False,"subject, verb, determiner",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-3-06-01.annotated.cex,thomas,tstupid picture . 2032635n.,twhy is it a stupid picture ? 2035663n.,.
243,8,treversing that way .  2204079n,tis he going to reverse that way ?  2205978n,False,"subject, auxiliary",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-3-06-01.annotated.cex,thomas,treversing that way . 2204079n.,tis he going to reverse that way ? 2205978n.,.
244,9,tthere where you check tummys .  2373457n,tis that where you checky tummys .  2375106n,False,verb,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-3-06-01.annotated.cex,thomas,tthere where you check tummys . 2373457n.,tis that where you checky tummys . 2375106n.,.
245,10,twe just lift that go under we do it .  2410995n,tand then do what ?  2412481n,False,other,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-3-06-01.annotated.cex,thomas,twe just lift that go under we do it . 2410995n.,tand then do what ? 2412481n.,.
246,11,ttwo hours .  3022946n,tyou can xxx two hours ?  3025079n,False,"subject, auxiliary",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-3-06-01.annotated.cex,thomas,ttwo hours . 3022946n.,tyou can two hours ? 3025079n.,.
247,12,tI'm a b and q man to drives a truck .  3428890n,twho's the b and q man ?  3430562n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-3-06-01.annotated.cex,thomas,tI'm a b and q man to drives a truck . 3428890n.,twho's the b and q man ? 3430562n.,.
248,13,tput a b and q man to drive a truck in the  3465003n,tin the what ?  3468718n,False,object,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-3-06-01.annotated.cex,thomas,tput a b and q man to drive a truck in the 3465003n.,tin the what ? 3468718n.,.
249,14,tin the jail !  3469635n,tare you gone back into jail again ?  3472851n,False,"subject, verb",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-3-06-01.annotated.cex,thomas,tin the jail ! 3469635n.,tare you gone back into jail again ? 3472851n.,.
250,0,twhat about kiss ?n,twhat about a kiss ?n,False,determiner,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,twhat about kiss ?n.,twhat about a kiss ?n.,.
251,1,txxx cold .n,tare they cold ?n,False,"subject, verb",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,cold .n.,tare they cold ?n.,.
252,2,tjust orange one .n,tjust what ?n,False,determiner,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,tjust orange one .n.,tjust what ?n.,.
253,3,tjust orange one .n,tjust the orange one ?n,False,determiner,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,tjust orange one .n.,tjust the orange one ?n.,.
254,4,tit it for Heidi and samantha .n,tthis is for Heidi and samanatha .n,False,verb,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,tit it for Heidi and samantha .n.,tthis is for Heidi and samanatha .n.,.
255,5,tcan't put it on .n,tyou can't put it on ?n,False,subject,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,tcan't put it on .n.,tyou can't put it on ?n.,.
256,6,twant this book .n,tdo you want the postman pats or do you want winne therpoohs ?n,False,subject,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,twant this book .n.,tdo you want the postman pats or do you want winne therpoohs ?n.,.
257,7,twant mummy .n,twhat about mummy ?n,False,subject,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,twant mummy .n.,twhat about mummy ?n.,.
258,8,twant mummy .n,tdo you want mummy to do it ?n,False,subject,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,twant mummy .n.,tdo you want mummy to do it ?n.,.
259,9,tno put that down .n,tdon't have to put it down .n,False,auxiliary,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,tno put that down .n.,tdon't have to put it down .n.,.
260,10,tno put that down .n,tyou can put it down if you want to .n,False,subject,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,tno put that down .n.,tyou can put it down if you want to .n.,.
261,11,topen gate through .n,topen get through or open gate through ?n,False,other,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,topen gate through .n.,topen get through or open gate through ?n.,.
262,12,tHeidi xxx . n,tHeidi what ?n,False,verb,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,tHeidi . n.,tHeidi what ?n.,.
263,13,tnot scary wary .n,"tit's not scary wary at all , , is it ?n",False,"subject, verb",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,tnot scary wary .n.,"tit's not scary wary at all, is it ?n.",.
264,14,tcan't get that out .n,"tyou can get these out , look .n",False,subject,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,tcan't get that out .n.,"tyou can get these out, look .n.",.
265,15,txxx pink one . n,tmummy &dada the pink one ?n,False,"determiner, subject",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,pink one . n.,tmummy the pink one ?n.,.
266,16,tthe yellow .n,twhere's the yellow ?n,False,verb,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,tthe yellow .n.,twhere's the yellow ?n.,.
267,17,tyou reading ?n,tI'm reading .n,False,auxiliary,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,tyou reading ?n.,tI'm reading .n.,.
268,18,tthat one ?n,twanna read this one ?n,False,"verb, auxiliary",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,tthat one ?n.,twanna read this one ?n.,.
269,19,tthat one ?n,tI've just read that one .n,False,"subject, verb",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,tthat one ?n.,tI've just read that one .n.,.
270,20,tI stuck . n,tyou're not stuck you're stuck .n,False,verb,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,tI stuck . n.,tyou're not stuck you're stuck .n.,.
271,21,tdo it again .n,tdo what again ?n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,tdo it again .n.,tdo what again ?n.,.
272,22,tI stuck .n,tyou're stuck ?n,False,verb,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,tI stuck .n.,tyou're stuck ?n.,.
273,23,tI climb up daddy .n,tyou did climb over daddy .n,False,preposition,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,tI climb up daddy .n.,tyou did climb over daddy .n.,.
274,24,tI climb up daddy .n,tclimbed over daddy n,False,preposition,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,tI climb up daddy .n.,tclimbed over daddy n.,.
275,25,"tno want , mummy .n",tdon't you want your chocky ?n,False,"auxiliary, subject",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,"tno want, mummy .n.",tdon't you want your chocky ?n.,.
276,26,tI step in in it . n,tyou step into it ?n,False,preposition,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,tI step in in it . n.,tyou step into it ?n.,.
277,27,twant bottle .n,tyou want your bottle .n,False,subject,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,twant bottle .n.,tyou want your bottle .n.,.
278,28,tI'm read it .n,tyou read it to mummy .n,False,auxiliary,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,tI'm read it .n.,tyou read it to mummy .n.,.
279,29,tman going in car .n,tman going in the car ?n,False,determiner,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,tman going in car .n.,tman going in the car ?n.,.
280,30,twe done that one .n,"twe've done that one , , haven't we ?n",False,auxiliary,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,twe done that one .n.,"twe've done that one, haven't we ?n.",.
